Id,Label,Frequency
cultural-history,cultural-history,1
for-free,for-free,1
read-arc,read-arc,1
net-galley-arc,net-galley-arc,1
books-loved-2014,books-loved-2014,1
owned-in-german,owned-in-german,1
adult-books-read,adult-books-read,1
artistic-absorption,artistic-absorption,1
historical-highness,historical-highness,1
eye-opening,eye-opening,1
amazing,amazing,1
mara,mara,1
published-2019,published-2019,1
c-mic,c-mic,1
italy-ancestry,italy-ancestry,1
cinema,cinema,1
books-read-in-2013,books-read-in-2013,1
comix-novel,comix-novel,1
hollywoodbabylon,hollywoodbabylon,1
gc-ebn-24,gc-ebn-24,1
books-2024,books-2024,1
life-giving,life-giving,1
first-read-in-2021,first-read-in-2021,1
e-book-arcs,e-book-arcs,1
new-orleans,new-orleans,1
1946-1999,1946-1999,1
2022-challenge-women-s-bios,2022-challenge-women-s-bios,1
4-and-a-half-stars,4-and-a-half-stars,1
learned-something,learned-something,1
russo-soviet-putin,russo-soviet-putin,1
global-history,global-history,1
biography-memoir-picture-books,biography-memoir-picture-books,1
cultural-conflict,cultural-conflict,1
russian-history,russian-history,1
conspiracies,conspiracies,1
started_it,started_it,1
russia-bio-hist,russia-bio-hist,1
politics-economics,politics-economics,1
ukraine,ukraine,1
overdrive-aas,overdrive-aas,1
set-in-russia,set-in-russia,1
non-fiction_general,non-fiction_general,1
electronic-book,electronic-book,1
history-for-teaching,history-for-teaching,1
books-for-me,books-for-me,1
sociology-current-affairs,sociology-current-affairs,1
books-loved-2019,books-loved-2019,1
april-2019,april-2019,1
goodreads-reviews,goodreads-reviews,1
buy-this-book,buy-this-book,1
nonfiction-culture,nonfiction-culture,1
disabilities,disabilities,1
circus,circus,1
coney-island,coney-island,1
misc-read,misc-read,1
non-fiction-ranking,non-fiction-ranking,1
eye-read,eye-read,1
genre-curiosty-interest-lifestyle,genre-curiosty-interest-lifestyle,1
published2010s,published2010s,1
gb-europe,gb-europe,1
gbx-humanoids-lifedrawn,gbx-humanoids-lifedrawn,1
prolly-should-read-bc-i-own-them,prolly-should-read-bc-i-own-them,1
jewish-and-israel,jewish-and-israel,1
ba-women,ba-women,1
23oct,23oct,1
historical-non-fict,historical-non-fict,1
manga-graphic,manga-graphic,1
anti-war,anti-war,1
received-from-publisher,received-from-publisher,1
publisher-for-review,publisher-for-review,1
comic-con-2017,comic-con-2017,1
free-for-reviews,free-for-reviews,1
biography-american,biography-american,1
american-history-jr,american-history-jr,1
my-exquisite-2017-reads,my-exquisite-2017-reads,1
american-revolution,american-revolution,1
2021-reading-list,2021-reading-list,1
author-h,author-h,1
blogging-for-books,blogging-for-books,1
couldn-t-finish,couldn-t-finish,1
childrens-and-teen-nonfiction,childrens-and-teen-nonfiction,1
on-my-physical-shelf,on-my-physical-shelf,1
english420,english420,1
copy-for-review,copy-for-review,1
paperbacks,paperbacks,1
review-books,review-books,1
noice,noice,1
very-epic,very-epic,1
argentina-history,argentina-history,1
eva-perón,eva-perón,1
graphic-novels-mangas,graphic-novels-mangas,1
arcs-netgalley,arcs-netgalley,1
humorous,humorous,1
books-loved-2023,books-loved-2023,1
nonfiction-historical,nonfiction-historical,1
nf-staff-picks,nf-staff-picks,1
rodin,rodin,1
hoopla-app,hoopla-app,1
2023-goodreads-challenge,2023-goodreads-challenge,1
groovy-graphics,groovy-graphics,1
library-loans,library-loans,1
elämäkerrat,elämäkerrat,1
sarjakuvat,sarjakuvat,1
non-fiction-or-essays,non-fiction-or-essays,1
first-reads-giveaways,first-reads-giveaways,1
musica,musica,1
art-crafts-fine-arts,art-crafts-fine-arts,1
f-arc,f-arc,1
non-fiction-art,non-fiction-art,1
netgalley-2024,netgalley-2024,1
2024-4-stars,2024-4-stars,1
netgalley-shelf,netgalley-shelf,1
x2019,x2019,1
ebook-arc,ebook-arc,1
ancient-rome-during-the-empire,ancient-rome-during-the-empire,1
have-reviewed,have-reviewed,1
informative,informative,1
188-stoic-philosophy,188-stoic-philosophy,1
my-philosophy,my-philosophy,1
2022-books-read,2022-books-read,1
ea-bookclub,ea-bookclub,1
thats-queer,thats-queer,1
set-adrift,set-adrift,1
gay-themed,gay-themed,1
2024-nonfiction,2024-nonfiction,1
queer-non-fiction,queer-non-fiction,1
history-us-history-am-revolution,history-us-history-am-revolution,1
lgtbq,lgtbq,1
13,13,1
abar,abar,1
book-recs-for-danielle,book-recs-for-danielle,1
fast-paced,fast-paced,1
lgbt-lit,lgbt-lit,1
queer-at-all-lit,queer-at-all-lit,1
graphic_visual,graphic_visual,1
family-life,family-life,1
comics-mangas-2022,comics-mangas-2022,1
library-2022,library-2022,1
netgalley-2019,netgalley-2019,1
noir,noir,1
book-club-selections,book-club-selections,1
graphic-children,graphic-children,1
okay,okay,1
owned-paperbacks,owned-paperbacks,1
bio-memoir-letters,bio-memoir-letters,1
cyberpunk,cyberpunk,1
mvpl,mvpl,1
about-writers,about-writers,1
illustrated-non-fiction,illustrated-non-fiction,1
gbx-abrams_amulet,gbx-abrams_amulet,1
2017-read-books,2017-read-books,1
giveaway-wins-2018,giveaway-wins-2018,1
don-t-bother,don-t-bother,1
giveaway-winners,giveaway-winners,1
rock-n-roll-lit,rock-n-roll-lit,1
fantastic-weird,fantastic-weird,1
geo-denmark,geo-denmark,1
z_2021,z_2021,1
21st-century-non-fiction,21st-century-non-fiction,1
bought2017,bought2017,1
dance,dance,1
popular-music-studies,popular-music-studies,1
manga-graphics-novels,manga-graphics-novels,1
memoir-and-or-biography,memoir-and-or-biography,1
popular-culture,popular-culture,1
2019-comics-reading-challenge,2019-comics-reading-challenge,1
all-ages-comics,all-ages-comics,1
european-style-comics,european-style-comics,1
queer-books,queer-books,1
nonfiction-biographical,nonfiction-biographical,1
acquired-2020,acquired-2020,1
c,c,1
well-done,well-done,1
inequities,inequities,1
graphic-novels-and-memoirs,graphic-novels-and-memoirs,1
lgbtqia-rep,lgbtqia-rep,1
art-street-art,art-street-art,1
24horasumlivro,24horasumlivro,1
autores-italianos,autores-italianos,1
lidos-2023,lidos-2023,1
eng-305-sum-16,eng-305-sum-16,1
sweet-home-alabama,sweet-home-alabama,1
art-forms,art-forms,1
author-love,author-love,1
activism-and-revolution,activism-and-revolution,1
aa-drama,aa-drama,1
aa-history,aa-history,1
aa-nonfiction,aa-nonfiction,1
2018-library-books,2018-library-books,1
freshman-college-bound-reading,freshman-college-bound-reading,1
memoirs-letters-diaries,memoirs-letters-diaries,1
social-justice-commentary,social-justice-commentary,1
african-american-nonfiction,african-american-nonfiction,1
african-american-and-black,african-american-and-black,1
advance-copy,advance-copy,1
characters-of-color,characters-of-color,1
botkb-2014,botkb-2014,1
wow-books,wow-books,1
ya-lit-course,ya-lit-course,1
2024-month-reading-challenge,2024-month-reading-challenge,1
ch18-listopia,ch18-listopia,1
a-grade,a-grade,1
graphic-novels-american,graphic-novels-american,1
book-club-james,book-club-james,1
grade-a,grade-a,1
teen-and-grown-up-2013-books,teen-and-grown-up-2013-books,1
graphics-and-pictures,graphics-and-pictures,1
comics-graphic-novel-manga,comics-graphic-novel-manga,1
reviewed-books,reviewed-books,1
x-read-2020,x-read-2020,1
z-2017-popsugar-challenge,z-2017-popsugar-challenge,1
childrens-ya,childrens-ya,1
2020-bookish-thoughts,2020-bookish-thoughts,1
2020-bookriot-challenge,2020-bookriot-challenge,1
human-rights,human-rights,1
american-hist,american-hist,1
5-star-bbs,5-star-bbs,1
grab-some-toast,grab-some-toast,1
young-adult-and-juvenile,young-adult-and-juvenile,1
advocacy,advocacy,1
z-2022,z-2022,1
childrens-books,childrens-books,1
afrofuturism,afrofuturism,1
21st-centurylit,21st-centurylit,1
anarchism-revolutions,anarchism-revolutions,1
in-my-classroom-library,in-my-classroom-library,1
book-series,book-series,1
books-i-actually-owe,books-i-actually-owe,1
format-graphic-memoir,format-graphic-memoir,1
book-club-in-a-box,book-club-in-a-box,1
african-american-juvenile-historica,african-american-juvenile-historica,1
african-american-teen-fiction,african-american-teen-fiction,1
stories-about-african-american-boys,stories-about-african-american-boys,1
overdrive,overdrive,1
childrens-ya-books,childrens-ya-books,1
emotional-conflict,emotional-conflict,1
graphical-fiction,graphical-fiction,1
2014-read,2014-read,1
african_american_literature,african_american_literature,1
birthday-recs-2019,birthday-recs-2019,1
4doors_character,4doors_character,1
graphic-novels-for-book-club,graphic-novels-for-book-club,1
blackbooksmatter,blackbooksmatter,1
indie_comics,indie_comics,1
non_fiction,non_fiction,1
middle-school-apropos,middle-school-apropos,1
reading-challenge-2,reading-challenge-2,1
slj-battle-of-the-books,slj-battle-of-the-books,1
black-fiction-literature,black-fiction-literature,1
civil-rights-movement-for-kids,civil-rights-movement-for-kids,1
ela1,ela1,1
cmyk-mcpl,cmyk-mcpl,1
diverse-graphic-novel,diverse-graphic-novel,1
diverse-young-adult,diverse-young-adult,1
genre-biography-memoir,genre-biography-memoir,1
added-based-on-review,added-based-on-review,1
picturebooks-graphic-novels,picturebooks-graphic-novels,1
2018-around-the-world,2018-around-the-world,1
georgia-and-the-south,georgia-and-the-south,1
own-books,own-books,1
own-books-read,own-books-read,1
30-books-reading-assignment,30-books-reading-assignment,1
2023-graphic-novels,2023-graphic-novels,1
booktube-made-me-do-it,booktube-made-me-do-it,1
christian,christian,1
civil-rights-are-human-rights,civil-rights-are-human-rights,1
game-changers,game-changers,1
knowing-is-half-the-battle,knowing-is-half-the-battle,1
gr-2022-challenge,gr-2022-challenge,1
pop-sugar-2021,pop-sugar-2021,1
around-the-year-in-52-books,around-the-year-in-52-books,1
sue-s-reviews,sue-s-reviews,1
goodreads,goodreads,1
united-states-history,united-states-history,1
adult-young-adult-crossover,adult-young-adult-crossover,1
manga-comic-graphicnovel,manga-comic-graphicnovel,1
printz-winners,printz-winners,1
2017-lit-lineup,2017-lit-lineup,1
nonfiction-favorites,nonfiction-favorites,1
actual-paper-paged-book,actual-paper-paged-book,1
book-bingo-2020,book-bingo-2020,1
really-very-good,really-very-good,1
biographies-read,biographies-read,1
history-read,history-read,1
24-hour-reads,24-hour-reads,1
library-e-book,library-e-book,1
2020-challenge-books,2020-challenge-books,1
kindle-reads,kindle-reads,1
juv-reads,juv-reads,1
non-prose,non-prose,1
e1-bookclub,e1-bookclub,1
book-riot-read-harder-2018,book-riot-read-harder-2018,1
bwb-reading-challenge-2018,bwb-reading-challenge-2018,1
history-non-wwii,history-non-wwii,1
summer-20,summer-20,1
z-read-harder-20,z-read-harder-20,1
male,male,1
quarterly-challenge-42,quarterly-challenge-42,1
week-39,week-39,1
2018-summer-ambitions,2018-summer-ambitions,1
summer-reading-ambitions,summer-reading-ambitions,1
politik,politik,1
serieböcker,serieböcker,1
history-for-kids,history-for-kids,1
new,new,1
must-read-2017,must-read-2017,1
peach-consideration,peach-consideration,1
potato-chip-book,potato-chip-book,1
caudill,caudill,1
best-books-of-2014,best-books-of-2014,1
t4sj-bc,t4sj-bc,1
adult-cross-over,adult-cross-over,1
buy-for-school,buy-for-school,1
discussiongroup,discussiongroup,1
ircb-2017-monthly-reads,ircb-2017-monthly-reads,1
powerofgraphicnonfiction,powerofgraphicnonfiction,1
book-of-substance,book-of-substance,1
adult-for-ya,adult-for-ya,1
books-for-liam,books-for-liam,1
sprhero-grphc-nvls,sprhero-grphc-nvls,1
2013-kids-ya,2013-kids-ya,1
high-school-and-up,high-school-and-up,1
favorite-adult-books-2016,favorite-adult-books-2016,1
2016-popsugar-challenge,2016-popsugar-challenge,1
again-and-again,again-and-again,1
first-hand-accounts,first-hand-accounts,1
reading-without-walls,reading-without-walls,1
2020readharder,2020readharder,1
readsoullit,readsoullit,1
chappaqua-ms-recommended,chappaqua-ms-recommended,1
priority-reads,priority-reads,1
readharder2016,readharder2016,1
2020-standouts,2020-standouts,1
coretta-scott-king,coretta-scott-king,1
diversity-on-the-shelf-2014,diversity-on-the-shelf-2014,1
favorite-diverse-kidlit,favorite-diverse-kidlit,1
2014-hub-reading-challenge,2014-hub-reading-challenge,1
2016-hub-reading-challenge,2016-hub-reading-challenge,1
growing-up,growing-up,1
september-2019,september-2019,1
2013-goodreads-choice,2013-goodreads-choice,1
coretta-scott-king-book-awards,coretta-scott-king-book-awards,1
2014-hub-challenge-shelf,2014-hub-challenge-shelf,1
2014-reading,2014-reading,1
auto-biography-biography-memoir,auto-biography-biography-memoir,1
2016-sequoyah,2016-sequoyah,1
era-1900-s,era-1900-s,1
locale-usa,locale-usa,1
for-my-freshmen,for-my-freshmen,1
read-harder,read-harder,1
non-white-authors,non-white-authors,1
diverse-books-2017,diverse-books-2017,1
feb-17,feb-17,1
my-2019,my-2019,1
2023-ircb-challenge,2023-ircb-challenge,1
weekly-reader-2018,weekly-reader-2018,1
january-0920,january-0920,1
edli200,edli200,1
eng-748-ya-lit,eng-748-ya-lit,1
prev-2020-ps,prev-2020-ps,1
read-it-again,read-it-again,1
abraham-lincoln-award,abraham-lincoln-award,1
curriculum-pairings,curriculum-pairings,1
and-is-set-the-world-that-we-are-th,and-is-set-the-world-that-we-are-th,1
and-it-s-a-good-bet-that-the-series,and-it-s-a-good-bet-that-the-series,1
and-so-his-school-is-divided-into-t,and-so-his-school-is-divided-into-t,1
graphic-novel-ehs-book-club,graphic-novel-ehs-book-club,1
middle-school-graphic-novel,middle-school-graphic-novel,1
age-middle-age,age-middle-age,1
location-south,location-south,1
memoir-abg,memoir-abg,1
ap-language,ap-language,1
contemporary-issues,contemporary-issues,1
fortheculture,fortheculture,1
6th-book-talk,6th-book-talk,1
7th-book-talk,7th-book-talk,1
8th-book-talk,8th-book-talk,1
biographies-biographical,biographies-biographical,1
engl-420-ya-lit,engl-420-ya-lit,1
30-book-reading-eng-4250,30-book-reading-eng-4250,1
great-graphic-novels,great-graphic-novels,1
non-fiction-we-recommend,non-fiction-we-recommend,1
cvtc-kid-lit,cvtc-kid-lit,1
2020-read-harder-to-read,2020-read-harder-to-read,1
bump,bump,1
great-middle-grades,great-middle-grades,1
memoir-about-a-boy,memoir-about-a-boy,1
southern-lit,southern-lit,1
graphic-novels-comics-etc,graphic-novels-comics-etc,1
30-books-young-adult,30-books-young-adult,1
ala-best-teen-novels,ala-best-teen-novels,1
ms-aman-recs,ms-aman-recs,1
activism-social-justice,activism-social-justice,1
all-ages,all-ages,1
2017-shelves,2017-shelves,1
own-hard-copy,own-hard-copy,1
2019-caudill-award,2019-caudill-award,1
engl-4250-goodreads,engl-4250-goodreads,1
mensa-9-12-alt,mensa-9-12-alt,1
300-or-less-pgs,300-or-less-pgs,1
356-engslih,356-engslih,1
for-students,for-students,1
lincoln-books-2018,lincoln-books-2018,1
africanamerican,africanamerican,1
children-young-adult,children-young-adult,1
books-to-teach,books-to-teach,1
good-teen-lit,good-teen-lit,1
read-harder-17-18,read-harder-17-18,1
libs642,libs642,1
2018-book-riot-read-harder-challeng,2018-book-riot-read-harder-challeng,1
lannom-library-challenge-2018,lannom-library-challenge-2018,1
lit-for-young-adults,lit-for-young-adults,1
2019-caudill,2019-caudill,1
graphic-novel-comic-book,graphic-novel-comic-book,1
at-my-libray,at-my-libray,1
comic-con-book-club,comic-con-book-club,1
30-required-book,30-required-book,1
donnas-books,donnas-books,1
informational-biography,informational-biography,1
30-books-for-engl-4250,30-books-for-engl-4250,1
book-club-reads,book-club-reads,1
nonfiction-politics,nonfiction-politics,1
audience-middle-grade,audience-middle-grade,1
fast-read,fast-read,1
knowledge-growing,knowledge-growing,1
is-426,is-426,1
powerful,powerful,1
surviving-trump,surviving-trump,1
ya-last-13,ya-last-13,1
make-this-into-a-movie,make-this-into-a-movie,1
nonfiction-auto-biography,nonfiction-auto-biography,1
nonfiction-black-or-poc,nonfiction-black-or-poc,1
favorite-reads-2018-19,favorite-reads-2018-19,1
bingo-bookish,bingo-bookish,1
race-and-injustice,race-and-injustice,1
read-ebook,read-ebook,1
adult-literacy,adult-literacy,1
reading-like-a-writer,reading-like-a-writer,1
hs-adult,hs-adult,1
caudil-2019,caudil-2019,1
read-comic-books,read-comic-books,1
a-comprar,a-comprar,1
comicz,comicz,1
1960s-america,1960s-america,1
try-to-read-2020,try-to-read-2020,1
2021-ng-group-challenge,2021-ng-group-challenge,1
gr8-sm2,gr8-sm2,1
olympics-readathon,olympics-readathon,1
black-authors-subject,black-authors-subject,1
brown-bag-book-club,brown-bag-book-club,1
ma-center-for-the-book-challenge,ma-center-for-the-book-challenge,1
abe-lincoln-nominee,abe-lincoln-nominee,1
graphic-art,graphic-art,1
2019-award-books,2019-award-books,1
2018-around-the-year-in-52-books,2018-around-the-year-in-52-books,1
yhba-nominee-16-17,yhba-nominee-16-17,1
novels-class,novels-class,1
organizing,organizing,1
read-them-all-series-series,read-them-all-series-series,1
z-kid-books,z-kid-books,1
black-primary-characters,black-primary-characters,1
series-1st,series-1st,1
reading,reading,1
booktalk-books,booktalk-books,1
advocacy-justice,advocacy-justice,1
52-book-club-2022,52-book-club-2022,1
mobilize,mobilize,1
black-history-reading-mmd,black-history-reading-mmd,1
memoirs-autobiography,memoirs-autobiography,1
aapearlgirl23,aapearlgirl23,1
24in24,24in24,1
diversecast,diversecast,1
25,25,1
georgia-authors,georgia-authors,1
2017-popsugar,2017-popsugar,1
our-library,our-library,1
young-adult-reads,young-adult-reads,1
personal-writing,personal-writing,1
carlow-university,carlow-university,1
2018-reading-list,2018-reading-list,1
librarian-reads,librarian-reads,1
2017-2018-40-book-challenge,2017-2018-40-book-challenge,1
fic-historical,fic-historical,1
format-ebook,format-ebook,1
geo-north-america,geo-north-america,1
audience-high-school,audience-high-school,1
audience-middle-school,audience-middle-school,1
finshed,finshed,1
exploring-ethnicity,exploring-ethnicity,1
exploring-public-library,exploring-public-library,1
young-adult-graphic-novel,young-adult-graphic-novel,1
engl-4250-30-books,engl-4250-30-books,1
civil-rights-tour,civil-rights-tour,1
2013_releases,2013_releases,1
2020-list,2020-list,1
all-books-read-for-ed-689,all-books-read-for-ed-689,1
week-5-required-reading,week-5-required-reading,1
diverse-protagonist,diverse-protagonist,1
teen-books-read,teen-books-read,1
recommended-kids-young-adult,recommended-kids-young-adult,1
diversebooks,diversebooks,1
history-buff,history-buff,1
2022-popsugar-challenge,2022-popsugar-challenge,1
black-and-poc-writers,black-and-poc-writers,1
comics-and-graphic-novels-manga,comics-and-graphic-novels-manga,1
2023-fiftyfifty-me,2023-fiftyfifty-me,1
engl-475-ya-lit,engl-475-ya-lit,1
future-classroom,future-classroom,1
winter-23-24,winter-23-24,1
7-8-booktalks-2017,7-8-booktalks-2017,1
autobiographic,autobiographic,1
teach-something,teach-something,1
all-black-erthang,all-black-erthang,1
for-the-kids,for-the-kids,1
z-2017-reads,z-2017-reads,1
scifi-fantasybookchallenge,scifi-fantasybookchallenge,1
scififan-2017-tbr-cleanup-challenge,scififan-2017-tbr-cleanup-challenge,1
winter-2017,winter-2017,1
youngadultnon-fiction,youngadultnon-fiction,1
memoir-lesson,memoir-lesson,1
abe-lincoln-2018,abe-lincoln-2018,1
caudill-2019-nominees,caudill-2019-nominees,1
a-little-bit-of-history,a-little-bit-of-history,1
diverse-titles,diverse-titles,1
loved,loved,1
2017-favs,2017-favs,1
genre-boot-camp-2017,genre-boot-camp-2017,1
middle-school-and-chapter-books,middle-school-and-chapter-books,1
youngadult,youngadult,1
american-government-and-history,american-government-and-history,1
ya-adolescent,ya-adolescent,1
read-graphic-novel,read-graphic-novel,1
read-memoir,read-memoir,1
teachable,teachable,1
graphic-goodness,graphic-goodness,1
our-god-is-too-white,our-god-is-too-white,1
2018-middle-school-reads,2018-middle-school-reads,1
j-graphic,j-graphic,1
illustrations,illustrations,1
rebecca-caudill,rebecca-caudill,1
yareads,yareads,1
2018-popsugar,2018-popsugar,1
2013-published,2013-published,1
panels,panels,1
recommended-for-school,recommended-for-school,1
life-changers,life-changers,1
2018-goal,2018-goal,1
owns,owns,1
2018-c-summer,2018-c-summer,1
fifth-grade-books,fifth-grade-books,1
fall-2018,fall-2018,1
teen-book-club,teen-book-club,1
diversity-bingo-17,diversity-bingo-17,1
to-buy-for-classroom-library,to-buy-for-classroom-library,1
ed-438,ed-438,1
childrens-literature-class,childrens-literature-class,1
done-reading,done-reading,1
z2019q1,z2019q1,1
a-b-1biography,a-b-1biography,1
a-b-race,a-b-race,1
a-gn-1graphic-novels,a-gn-1graphic-novels,1
hard-to-forget,hard-to-forget,1
personal-favorites,personal-favorites,1
kids-young-adult-books,kids-young-adult-books,1
awesome-graphic-novels,awesome-graphic-novels,1
social-problems,social-problems,1
grade-8,grade-8,1
2020-finished,2020-finished,1
college-summer-reading,college-summer-reading,1
mensa-9-12,mensa-9-12,1
deep-and-thoughful,deep-and-thoughful,1
i-found-this-in-your-room,i-found-this-in-your-room,1
library-student,library-student,1
popsugar-2020,popsugar-2020,1
books-in-my-classroom,books-in-my-classroom,1
comic-picturebook-and-manga,comic-picturebook-and-manga,1
involves-race,involves-race,1
african-american-topics,african-american-topics,1
2023-2024,2023-2024,1
reading-life-20-21,reading-life-20-21,1
middle-grade-books-previewed,middle-grade-books-previewed,1
graphic-nove,graphic-nove,1
cultural-relevance,cultural-relevance,1
required-reading-for-work-ceus,required-reading-for-work-ceus,1
comic-graphic-novel-illustrated,comic-graphic-novel-illustrated,1
the-outsiders,the-outsiders,1
with-dd2,with-dd2,1
historical-people,historical-people,1
year2020,year2020,1
books-in-library,books-in-library,1
arty,arty,1
classroom,classroom,1
comics-trade-paperbacks,comics-trade-paperbacks,1
good-nf,good-nf,1
memoir-biography-etc,memoir-biography-etc,1
professional-and-related,professional-and-related,1
finished-in-2021,finished-in-2021,1
2021-around-the-year-challenge,2021-around-the-year-challenge,1
memoir-non-celebrity,memoir-non-celebrity,1
not-the-usual,not-the-usual,1
popsugar-2022,popsugar-2022,1
juv-graphic-novels,juv-graphic-novels,1
2022-read-harder-challenge,2022-read-harder-challenge,1
booksin16,booksin16,1
pop-sugar-2022,pop-sugar-2022,1
type-graphic-novel,type-graphic-novel,1
zz-2022,zz-2022,1
lifewriting,lifewriting,1
onespirit,onespirit,1
teen-scene,teen-scene,1
about-people,about-people,1
54-finished,54-finished,1
x-graphic-novel,x-graphic-novel,1
z-unhauled,z-unhauled,1
reading-challenges_2023,reading-challenges_2023,1
social-change,social-change,1
equity-liberation,equity-liberation,1
graphic-novels-and-mangas,graphic-novels-and-mangas,1
encouraging,encouraging,1
best-covers,best-covers,1
backlist-reading-2024,backlist-reading-2024,1
read-harder-2024,read-harder-2024,1
read-on-libby,read-on-libby,1
700s,700s,1
political-reading,political-reading,1
graphic-tastic,graphic-tastic,1
picky-nonficky,picky-nonficky,1
nativity-peace-library,nativity-peace-library,1
2018-book-riot-s-read-harder-challe,2018-book-riot-s-read-harder-challe,1
teens-young-adult,teens-young-adult,1
2019-book-bingo-spl,2019-book-bingo-spl,1
graphic-texts-512,graphic-texts-512,1
novels,novels,1
biographies-memiors,biographies-memiors,1
middle-school-graphic-novels,middle-school-graphic-novels,1
lo-hi,lo-hi,1
low-high,low-high,1
alphabet-soup-challenge-2024,alphabet-soup-challenge-2024,1
aardbarks-bookclub,aardbarks-bookclub,1
zz2017,zz2017,1
top-2018,top-2018,1
options,options,1
comix-graphic-novels,comix-graphic-novels,1
great-wo-men,great-wo-men,1
ya-30-books,ya-30-books,1
king-winners,king-winners,1
african-american-characters,african-american-characters,1
informational-biographical,informational-biographical,1
box4,box4,1
new-year-s-goal,new-year-s-goal,1
1st-in-the-series,1st-in-the-series,1
books-2016,books-2016,1
engl-4250,engl-4250,1
books-for-empathy,books-for-empathy,1
black-protagonists,black-protagonists,1
um-avail,um-avail,1
north-american-authors,north-american-authors,1
black-african-africanamerican,black-african-africanamerican,1
4250-reading,4250-reading,1
boy-main-character,boy-main-character,1
yalsa-2o14-hub-reading-challenge,yalsa-2o14-hub-reading-challenge,1
must-read,must-read,1
should-read,should-read,1
freedom,freedom,1
non-violence,non-violence,1
homework-help,homework-help,1
summer-reading,summer-reading,1
2014-reading-list,2014-reading-list,1
read-biography-and-memoir,read-biography-and-memoir,1
1-12,1-12,1
comics-picture-books,comics-picture-books,1
2016-favorites,2016-favorites,1
emotionally-powerful,emotionally-powerful,1
staff-picks-future,staff-picks-future,1
boy-pro-tag,boy-pro-tag,1
cry-all-of-the-tears,cry-all-of-the-tears,1
mg-historical-fiction,mg-historical-fiction,1
mg-nonfiction,mg-nonfiction,1
youth-nonfiction,youth-nonfiction,1
i-cried,i-cried,1
odu-libs-678,odu-libs-678,1
children-s-literature-307,children-s-literature-307,1
multicultiral-lit,multicultiral-lit,1
deeper-stuff,deeper-stuff,1
4-or-5-stars,4-or-5-stars,1
multi-racial,multi-racial,1
collection,collection,1
2019summerreads,2019summerreads,1
cream-of-the-crop,cream-of-the-crop,1
2014-book-a-day,2014-book-a-day,1
4-point-5-stars,4-point-5-stars,1
recommended-sjsu,recommended-sjsu,1
source-libby,source-libby,1
black-history-and-experience,black-history-and-experience,1
20s-30s,20s-30s,1
libs-678-summer-2014,libs-678-summer-2014,1
literature-database,literature-database,1
secondary-7-12,secondary-7-12,1
multicultural-children-s-literature,multicultural-children-s-literature,1
2017readingchallenge,2017readingchallenge,1
trc2017,trc2017,1
alternating-timelines,alternating-timelines,1
weird-or-unique-gimmicks,weird-or-unique-gimmicks,1
hub-2014,hub-2014,1
5th-grade,5th-grade,1
the-hub-2014,the-hub-2014,1
genre-nonfic-bio,genre-nonfic-bio,1
owned-e-book,owned-e-book,1
edsl520,edsl520,1
cu-denver-diversity,cu-denver-diversity,1
cu-denver-secondary,cu-denver-secondary,1
lib-678,lib-678,1
ya-graphic,ya-graphic,1
battle-of-the-books-2014,battle-of-the-books-2014,1
civil-rights-slavery,civil-rights-slavery,1
makes-you-think,makes-you-think,1
political,political,1
grade-7-8,grade-7-8,1
2014hubchallenge,2014hubchallenge,1
bfya2014,bfya2014,1
national-and-world-interactions,national-and-world-interactions,1
2013-bookgroup,2013-bookgroup,1
mr-leeman-s-class,mr-leeman-s-class,1
diversiverse,diversiverse,1
2016-the-hub,2016-the-hub,1
nonfiction-history,nonfiction-history,1
1format-graphic,1format-graphic,1
1format-ya,1format-ya,1
4topic-critical,4topic-critical,1
comic-graphic-novel-2017,comic-graphic-novel-2017,1
owned-physical-copy,owned-physical-copy,1
botb-2017-2018,botb-2017-2018,1
junior-high,junior-high,1
motivating,motivating,1
georgia-book-award-for-teen-readers,georgia-book-award-for-teen-readers,1
ya-graphic-novels-at-fortson-librar,ya-graphic-novels-at-fortson-librar,1
2013-graphic-novels,2013-graphic-novels,1
middle-grade-nonfiction,middle-grade-nonfiction,1
4-and-5-star-rating,4-and-5-star-rating,1
info-review-complete,info-review-complete,1
humble-bundle,humble-bundle,1
usa-south,usa-south,1
adult-literature,adult-literature,1
black-representation,black-representation,1
7th-8th,7th-8th,1
good-for-reluctant-readers,good-for-reluctant-readers,1
grades-4-6,grades-4-6,1
first-read-in-2015,first-read-in-2015,1
recommendations,recommendations,1
4-stars-with-10-000-plus-ratings,4-stars-with-10-000-plus-ratings,1
every-voter-should-read,every-voter-should-read,1
2016-all-books,2016-all-books,1
comics-read-in-2017,comics-read-in-2017,1
student-non-fiction,student-non-fiction,1
memoir-biographies,memoir-biographies,1
age-29,age-29,1
added-to-shelves-pb-2013,added-to-shelves-pb-2013,1
graphic-content,graphic-content,1
herstory,herstory,1
al-selma,al-selma,1
american_studies,american_studies,1
graphic-novel-teen,graphic-novel-teen,1
books-about-god-fiction,books-about-god-fiction,1
dark-brightness,dark-brightness,1
mc-literature,mc-literature,1
geek-appeal,geek-appeal,1
7,7,1
9-10-11-12,9-10-11-12,1
0wn-print-read,0wn-print-read,1
possible-book-disc,possible-book-disc,1
2014-friends-recommendations,2014-friends-recommendations,1
fic,fic,1
2013-releases,2013-releases,1
no-review-yet,no-review-yet,1
2013-books-read,2013-books-read,1
